id,title,country,region,winery,variety,vintage,description,points,price,alcohol,acidity,body,tannins,sweetness,style,image_url,mood_tags,food_pairing,tasting_notes,winery_history
36,Château Grand Bourgeau 2015  Blaye Côtes de Bordeaux,France,Blaye Côtes de Bordeaux,Château Grand Bourgeau,Bordeaux-style Red Blend,2015,"Dense and dry, this is a tough, extracted wine. It has a hard edge followed by juicy acidity and will probably remain on the dry side.",85,20.0,11.3,Medium-High,Medium-Full,Medium,Dry,Still Red,https://images.vivino.com/thumbs/château-grand-bourge-2015-bordeaux-style--194845.jpg,"Pleasant, Good, Balanced","Grilled vegetables, Hard cheeses, Red meat","Dense and dry, this is a tough, extracted wine. It has a hard edge followed by juicy acidity and will probably remain on the dry side.",A historic French winery that has weathered both world wars and continues to produce wines that reflect the unique characteristics of its France origins.
37,Volker Eisele Family Estate 2013 Sievers Reserve Cabernet Sauvignon (Napa Valley),US,Napa Valley,Volker Eisele Family Estate,Cabernet Sauvignon,2013,"This varietal Cabernet Sauvignon hails from the producer's organic Chiles Valley estate. It's muscular and lushly layered, with spicy leather and tobacco notes accented by a delicate touch of violet and supported by firm, grippy tannin. Drink now through 2033.",93,80.0,14.7,High,Medium-Full,None,Dry,Still White,https://images.vivino.com/thumbs/volker-eisele-family-2013-cabernet-sauvig-140503.jpg,"Powerful, Cozy, Bold, Outstanding","Fresh cheeses, Seafood, Light poultry, Salads","This varietal Cabernet Sauvignon hails from the producer's organic Chiles Valley estate. It's muscular and lushly layered, with spicy leather and tobacco notes accented by a delicate touch of violet and supported by firm, grippy tannin. Drink now through 2033.",A boutique American winery that focuses on small-batch production and showcasing the unique terroir of US wine regions.
38,Finca El Encinal 2009 Single Vineyard Roble  (Ribera del Duero),Spain,Ribera del Duero,Finca El Encinal,Tempranillo,2009,"Standard berry aromas show touches of raisin and earth, but not too much of either. It feels fresh, crisp and alert, with cherry tomato, berry fruit, tobacco and vanilla flavors. This feels healthy but not real deep or complex on the finish.",86,13.0,12.0,High,Light,Medium,Dry,Still Red,https://images.vivino.com/thumbs/finca-el-encinal-2009-tempranillo-732413.jpg,"Pleasant, Reliable, Smooth, Celebratory","Grilled vegetables, Stewed dishes, Pasta, Red meat","Standard berry aromas show touches of raisin and earth, but not too much of either. It feels fresh, crisp and alert, with cherry tomato, berry fruit, tobacco and vanilla flavors. This feels healthy but not real deep or complex on the finish.","Finca El Encinal traces its roots back to 1867, representing generations of Spanish winemaking expertise and regional tradition."
39,Verité 2007 La Joie Red (Sonoma County),US,Sonoma County,Verité,Bordeaux-style Red Blend,2007,"The blend is mainly Cabernet Sauvignon, with the other four classic Bordeaux varieties added for complexity. The grapes were sourced from vineyards throughout Sonoma County, and the finished wine was aged in 75% new oak. It's very fine, with concentrated, intense blackberry, cherry and crème de cassis flavors.Minerality, in the form of granite, lends a lick of stone. It's still extremely tannic, and needs much more timebefore it begins to come around.",96,450.0,12.6,High,Medium,High,Dry,Still Red,https://cdn.wine-searcher.com/images/labels/verité-2007-bordeaux-style--268925.jpg,"Pleasant, Exceptional, Festive","Grilled vegetables, Red meat, Stewed dishes","The blend is mainly Cabernet Sauvignon, with the other four classic Bordeaux varieties added for complexity. The grapes were sourced from vineyards throughout Sonoma County, and the finished wine was aged in 75% new oak. It's very fine, with concentrated, intense blackberry, cherry and crème de cassis flavors.Minerality, in the form of granite, lends a lick of stone. It's still extremely tannic, and needs much more timebefore it begins to come around.",A boutique American winery that focuses on small-batch production and showcasing the unique terroir of US wine regions.
40,Adega Mayor 2009 Siza Alicante Bouschet (Alentejano),Portugal,Alentejano,Adega Mayor,Alicante Bouschet,2009,"Named after Siza Vieira, the architect of the modern Adega Mayor winery, this dense, darkly colored wine is hugely ripe, with great fruits and rich coffee and spice flavors. It's a wine that perfectly fits the adjective opulent, powered by great fruits and dense tannins, with fine aging potential. Drink from 2017.",93,75.0,12.2,High,Medium-Full,High,Dry,Still Red,https://images.wine.com/labels/adega-mayor-2009-alicante-bousch-386847.jpg,"Pleasant, Intimate, Outstanding","Grilled vegetables, Pasta, Stewed dishes, Hard cheeses","Named after Siza Vieira, the architect of the modern Adega Mayor winery, this dense, darkly colored wine is hugely ripe, with great fruits and rich coffee and spice flavors. It's a wine that perfectly fits the adjective opulent, powered by great fruits and dense tannins, with fine aging potential. Drink from 2017.","Adega Mayor is a respected winery from Portugal, known for producing quality wines that showcase the unique characteristics of their regional terroir and local grape varieties."
41,Le Dôme 2009  Saint-Émilion,France,Saint-Émilion,Le Dôme,Bordeaux-style Red Blend,2009,"A gorgeously perfumed wine, dominated by the ripest Cabernet Franc, combining richness and an intense structure. With its tannins, it will age well over many years. The fruit is finely textured, deliciously juicy, showing the most complex series of flavors.",95,295.0,12.4,Medium-High,Medium-Full,High,Dry,Still Red,https://images.wine.com/labels/le-dôme-2009-bordeaux-style--331640.jpg,"Smooth, Exceptional, Social","Hard cheeses, Red meat, Pasta, Grilled vegetables","A gorgeously perfumed wine, dominated by the ripest Cabernet Franc, combining richness and an intense structure. With its tannins, it will age well over many years. The fruit is finely textured, deliciously juicy, showing the most complex series of flavors.","Le Dôme is a traditional French winery established in the late 1800s, known for its commitment to terroir and time-honored winemaking techniques."
42,David Arthur 2008 Meritaggio Red (Napa Valley),US,Napa Valley,David Arthur,Red Blend,2008,"New oak dominates this wine, giving it aromas of toast and vanilla. After decanting, the air brings out interesting notes of dried herbs and blackberries. Tastes very rich and flamboyant, almost sweet, like a chocolate berry pastry, and should develop over the next few years. Mainly Cabernet Sauvignon, with Sangiovese, Cabernet Franc and Petit Verdot.",90,55.0,13.9,Medium,Full,Low,Dry,Still Red,https://cdn.wine-searcher.com/images/labels/david-arthur-2008-red-blend-165555.jpg,"Balanced, Celebratory, Complex, Smooth","Red meat, Stewed dishes, Hard cheeses, Grilled vegetables","New oak dominates this wine, giving it aromas of toast and vanilla. After decanting, the air brings out interesting notes of dried herbs and blackberries. Tastes very rich and flamboyant, almost sweet, like a chocolate berry pastry, and should develop over the next few years. Mainly Cabernet Sauvignon, with Sangiovese, Cabernet Franc and Petit Verdot.","David Arthur was founded in 1981 during the modern American wine renaissance, pioneering sustainable farming practices."
43,Howard Park 2015 Miamup Sauvignon Blanc-Semillon (Margaret River),Australia,Margaret River,Howard Park,Sauvignon Blanc-Semillon,2015,"This blend of 79% Sauvignon Blanc and 21% Semillon is pungent and sweaty, with an almost Collio-like pungency. It's a bold, in-your-face passion-fruit monster that fades quickly on the finish.",88,23.0,12.7,Medium-High,Medium-Full,None,Dry,Still White,https://cdn.wine-searcher.com/images/labels/howard-park-2015-sauvignon-blanc-150933.jpg,"Good, Reliable, Vibrant","Grilled vegetables, Sushi, Goat cheese salad","This blend of 79% Sauvignon Blanc and 21% Semillon is pungent and sweaty, with an almost Collio-like pungency. It's a bold, in-your-face passion-fruit monster that fades quickly on the finish.","Howard Park is a respected winery from Australia, known for producing quality wines that showcase the unique characteristics of their regional terroir and local grape varieties."
44,Wines & Winemakers 2013 Azul Portugal Reserva Red (Alentejano),Portugal,Alentejano,Wines & Winemakers,Portuguese Red,2013,"All the warm southern heat of the Alentejo is in this wine. It is rich, generous and full of ripe, black fruits. Berries and juicy damsons are spiced with pepper, rich tannins and lifted by acidity. It is a wine for big meat dishes, for stews, a powerful, no-holds-barred style. It will be ready to drink from 2017.",90,40.0,13.3,Medium,Medium,Medium-High,Medium-Sweet,Fortified,https://cdn.wine-searcher.com/images/labels/wines-and-winemakers-2013-portuguese-red-684763.jpg,"Balanced, Complex, Intimate, Outstanding","Nuts, Fruit tarts, Dark chocolate, After-dinner conversation","All the warm southern heat of the Alentejo is in this wine. It is rich, generous and full of ripe, black fruits. Berries and juicy damsons are spiced with pepper, rich tannins and lifted by acidity. It is a wine for big meat dishes, for stews, a powerful, no-holds-barred style. It will be ready to drink from 2017.","Wines & Winemakers is a respected winery from Portugal, known for producing quality wines that showcase the unique characteristics of their regional terroir and local grape varieties."
45,Tokara 2003 Red (Stellenbosch),South Africa,Stellenbosch,Tokara,Bordeaux-style Red Blend,2003,"73% Merlot, with Cabernet and Petite Verdot making up the difference, this is a finely crafted and delicious effort. Medium-bodied and creamy, the Merlot gives this wine a feminine feel, despite solid, soft tannins. Dark, extracted black fruits have some accents of forest and black olive, while leather adds to the cherry and cassis nose. Could use time to soften further, but very approachable now.",90,55.0,12.9,High,Medium-Full,Low,Dry,Still Red,https://cdn.wine-searcher.com/images/labels/tokara-2003-bordeaux-style--123241.jpg,"Outstanding, Smooth, Balanced","Red meat, Grilled vegetables, Stewed dishes","73% Merlot, with Cabernet and Petite Verdot making up the difference, this is a finely crafted and delicious effort. Medium-bodied and creamy, the Merlot gives this wine a feminine feel, despite solid, soft tannins. Dark, extracted black fruits have some accents of forest and black olive, while leather adds to the cherry and cassis nose. Could use time to soften further, but very approachable now.","Tokara is a respected winery from South Africa, known for producing quality wines that showcase the unique characteristics of their regional terroir and local grape varieties."
46,Teliani Valley 2013 Mukuzani Saperavi (Kakheti),Georgia,Kakheti,Teliani Valley,Saperavi,2013,"This inky red-violet wine has a nose of blueberry pie, green pepper and violet. It is slightly tart at first sip, with tannins that hide at first and then coat the tongue and gums. A rich flavor profile of blackberry, cranberry, anise, violet and white chocolate makes way for cherry and chocolate notes in the finish.",90,16.0,13.7,High,Light,Low,Dry,Still Red,https://cdn.wine-searcher.com/images/labels/teliani-valley-2013-saperavi-434976.jpg,"Complex, Outstanding, Celebratory, Pleasant","Pasta, Grilled vegetables, Stewed dishes","This inky red-violet wine has a nose of blueberry pie, green pepper and violet. It is slightly tart at first sip, with tannins that hide at first and then coat the tongue and gums. A rich flavor profile of blackberry, cranberry, anise, violet and white chocolate makes way for cherry and chocolate notes in the finish.","Teliani Valley is a respected winery from Georgia, known for producing quality wines that showcase the unique characteristics of their regional terroir and local grape varieties."
